neighbourhood_group,room_type,minimum_nights,amenity_score,number_of_reviews,availability_365,price_class
Brooklyn,Entire home/apt,9.0,50.3,5.0,55.0,1
Manhattan,Private room,2.0,27.4,1.0,0.0,0
Brooklyn,Entire home/apt,3.0,46.9,1.0,83.0,1
,Entire home/apt,2.0,64.6,55.0,99.0,2
Manhattan,Entire home/apt,2.0,77.9,58.0,323.0,2
Manhattan,Entire home/apt,3.0,69.3,52.0,119.0,2
Brooklyn,Private room,6.0,40.1,8.0,249.0,1
Manhattan,Private room,2.0,44.2,8.0,174.0,1
Manhattan,Entire home/apt,2.0,52.5,0.0,15.0,1
Manhattan,Entire home/apt,1.0,83.0,5.0,0.0,2
Brooklyn,Private room,1.0,50.7,13.0,65.0,1
Brooklyn,Private room,4.0,36.7,0.0,12.0,1
Manhattan,Private room,4.0,50.6,34.0,20.0,1
Queens,Entire home/apt,2.0,67.4,12.0,137.0,2
Queens,Entire home/apt,3.0,96.7,7.0,264.0,3
,Entire home/apt,1.0,32.1,62.0,77.0,1
Manhattan,Entire home/apt,3.0,56.9,6.0,1.0,2
Brooklyn,Entire home/apt,2.0,45.3,31.0,45.0,1
Manhattan,Entire home/apt,2.0,65.9,6.0,1.0,2
Manhattan,Entire home/apt,2.0,65.9,25.0,30.0,1
Manhattan,Entire home/apt,7.0,53.4,0.0,34.0,1
Manhattan,Entire home/apt,12.0,61.6,13.0,34.0,2
Manhattan,Private room,1.0,56.5,141.0,76.0,1
Manhattan,Entire home/apt,4.0,55.5,7.0,128.0,1
Manhattan,Private room,1.0,52.9,2.0,0.0,1
Brooklyn,Private room,3.0,46.7,3.0,0.0,1
Manhattan,Entire home/apt,3.0,72.5,116.0,247.0,2
Queens,Entire home/apt,30.0,64.6,0.0,0.0,1
Manhattan,Private room,2.0,77.4,,0.0,2
Manhattan,Entire home/apt,2.0,71.1,94.0,272.0,2
Brooklyn,Entire home/apt,29.0,47.3,5.0,68.0,1
Manhattan,Private room,2.0,82.9,19.0,166.0,3
Queens,Private room,1.0,46.3,2.0,90.0,1
Brooklyn,Entire home/apt,2.0,40.9,39.0,26.0,1
Manhattan,Entire home/apt,3.0,77.9,25.0,30.0,2
Brooklyn,Private room,30.0,28.2,1.0,84.0,0
Brooklyn,Entire home/apt,3.0,53.7,24.0,29.0,1
Manhattan,Entire home/apt,,84.2,126.0,290.0,2
Manhattan,Entire home/apt,5.0,93.1,4.0,52.0,3
Staten Island,Private room,1.0,73.7,0.0,365.0,2
Queens,Entire home/apt,1.0,40.4,256.0,124.0,1
Manhattan,Private room,1.0,70.8,,179.0,2
Manhattan,Private room,30.0,38.0,9.0,,1
Queens,Entire home/apt,5.0,28.5,1.0,0.0,1
Manhattan,Private room,1.0,,3.0,0.0,1
Manhattan,Entire home/apt,7.0,66.6,3.0,0.0,2
Manhattan,Entire home/apt,5.0,67.1,10.0,52.0,2
,Entire home/apt,5.0,98.6,12.0,130.0,3
Manhattan,Entire home/apt,3.0,66.0,3.0,0.0,1
Manhattan,Entire home/apt,2.0,68.7,3.0,302.0,2
Brooklyn,Private room,2.0,38.0,170.0,37.0,1
Brooklyn,Entire home/apt,3.0,39.4,2.0,19.0,1
Manhattan,Entire home/apt,1.0,53.3,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,73.4,3.0,0.0,2
Manhattan,Entire home/apt,4.0,67.1,0.0,83.0,2
Manhattan,Entire home/apt,8.0,78.2,15.0,14.0,2
Manhattan,Entire home/apt,2.0,84.6,1.0,0.0,2
Brooklyn,Private room,1.0,49.8,0.0,178.0,1
Manhattan,Entire home/apt,30.0,68.0,1.0,310.0,2
Brooklyn,Private room,5.0,27.8,,0.0,0
Queens,Entire home/apt,,39.8,118.0,320.0,1
Manhattan,Private room,2.0,36.0,0.0,0.0,1
Manhattan,Shared room,2.0,29.4,2.0,297.0,1
Brooklyn,Entire home/apt,1.0,41.2,36.0,210.0,1
Manhattan,Entire home/apt,,53.2,24.0,0.0,1
Manhattan,Private room,30.0,34.8,0.0,249.0,1
Brooklyn,Entire home/apt,1.0,81.0,2.0,0.0,2
Brooklyn,Entire home/apt,2.0,72.7,128.0,93.0,2
Brooklyn,Private room,2.0,34.6,43.0,110.0,1
Brooklyn,Entire home/apt,1.0,46.1,193.0,270.0,1
Queens,Private room,1.0,50.9,0.0,8.0,1
Brooklyn,Private room,1.0,28.3,1.0,89.0,1
Manhattan,Private room,1.0,66.6,5.0,352.0,1
Queens,Entire home/apt,4.0,44.9,78.0,201.0,1
Manhattan,Entire home/apt,3.0,62.4,9.0,0.0,2
Manhattan,Entire home/apt,3.0,60.7,21.0,42.0,2
Queens,Private room,1.0,28.2,23.0,3.0,1
Queens,Entire home/apt,4.0,79.7,55.0,82.0,3
Manhattan,Entire home/apt,30.0,68.2,0.0,334.0,2
Brooklyn,Entire home/apt,3.0,44.5,2.0,0.0,1
Manhattan,Entire home/apt,30.0,68.8,0.0,332.0,2
Brooklyn,Private room,1.0,42.3,49.0,359.0,1
Brooklyn,Entire home/apt,2.0,68.6,19.0,0.0,2
Brooklyn,Private room,6.0,36.0,3.0,0.0,1
Queens,Entire home/apt,1.0,28.9,34.0,166.0,1
Bronx,Private room,1.0,10.9,14.0,311.0,0
Brooklyn,Private room,1.0,45.6,16.0,66.0,1
Brooklyn,Entire home/apt,5.0,82.0,5.0,0.0,2
Manhattan,Entire home/apt,1.0,62.3,8.0,225.0,2
Manhattan,Entire home/apt,3.0,73.3,119.0,238.0,2
Brooklyn,Private room,1.0,83.6,49.0,77.0,3
Manhattan,Entire home/apt,2.0,65.4,0.0,0.0,2
Brooklyn,Private room,1.0,22.8,3.0,0.0,0
,Shared room,3.0,27.8,3.0,46.0,0
Brooklyn,Entire home/apt,2.0,61.3,19.0,257.0,2
Brooklyn,Entire home/apt,2.0,47.8,7.0,0.0,1
Manhattan,Entire home/apt,30.0,67.8,,5.0,2
Manhattan,Entire home/apt,,62.5,1.0,0.0,2
Manhattan,Entire home/apt,3.0,65.2,41.0,181.0,2
Brooklyn,Private room,3.0,26.2,8.0,0.0,0
Brooklyn,Private room,2.0,22.4,,0.0,0
Brooklyn,Private room,3.0,44.7,31.0,345.0,1
Brooklyn,Private room,7.0,42.7,2.0,0.0,1
Brooklyn,Private room,10.0,,0.0,0.0,1
Queens,Private room,1.0,27.6,178.0,327.0,0
Manhattan,Entire home/apt,7.0,57.3,1.0,0.0,1
Manhattan,Shared room,1.0,46.3,8.0,23.0,1
,Private room,28.0,97.2,4.0,22.0,3
Queens,Private room,4.0,20.8,1.0,0.0,0
Brooklyn,Private room,31.0,39.1,0.0,0.0,1
Manhattan,Private room,3.0,48.6,129.0,78.0,1
Brooklyn,Entire home/apt,1.0,43.7,3.0,0.0,1
Brooklyn,Private room,2.0,29.9,8.0,90.0,1
Manhattan,Entire home/apt,2.0,85.5,46.0,320.0,2
Brooklyn,Private room,3.0,65.7,20.0,257.0,2
Brooklyn,Entire home/apt,6.0,28.7,1.0,0.0,0
Manhattan,Entire home/apt,,82.5,7.0,0.0,2
Manhattan,Entire home/apt,30.0,76.9,,332.0,2
Manhattan,Private room,2.0,29.5,4.0,58.0,1
Manhattan,Entire home/apt,15.0,58.7,1.0,2.0,1
Manhattan,Entire home/apt,3.0,74.8,2.0,188.0,2
Brooklyn,Private room,4.0,18.3,0.0,36.0,0
Manhattan,,1.0,30.4,0.0,7.0,1
Manhattan,Entire home/apt,2.0,67.9,20.0,20.0,2
Brooklyn,Entire home/apt,30.0,66.0,2.0,32.0,2
Manhattan,Entire home/apt,30.0,67.4,,,2
Brooklyn,Entire home/apt,14.0,,0.0,0.0,2
Brooklyn,Private room,1.0,47.9,5.0,1.0,1
Manhattan,Entire home/apt,30.0,,1.0,311.0,1
Brooklyn,Entire home/apt,10.0,65.8,0.0,0.0,1
Queens,Private room,1.0,39.1,2.0,365.0,1
Brooklyn,Private room,2.0,53.7,,110.0,1
Brooklyn,,3.0,64.9,7.0,9.0,1
Queens,Entire home/apt,30.0,51.8,7.0,,1
Manhattan,Entire home/apt,3.0,48.7,2.0,70.0,1
Brooklyn,Private room,1.0,20.9,7.0,0.0,0
Manhattan,Entire home/apt,2.0,74.2,27.0,101.0,2
Manhattan,Private room,6.0,43.5,1.0,0.0,1
Bronx,Entire home/apt,2.0,43.8,152.0,299.0,1
Brooklyn,Entire home/apt,3.0,,3.0,7.0,1
Manhattan,Entire home/apt,30.0,85.2,0.0,310.0,3
Manhattan,Private room,,12.6,,0.0,0
Brooklyn,Private room,,31.5,1.0,0.0,0
Manhattan,Private room,3.0,36.4,51.0,66.0,1
Manhattan,Entire home/apt,4.0,77.3,4.0,0.0,2
Brooklyn,Private room,1.0,12.9,257.0,286.0,0
Brooklyn,Private room,2.0,34.0,17.0,89.0,0
Brooklyn,Entire home/apt,30.0,47.1,5.0,343.0,1
Manhattan,Entire home/apt,1.0,70.3,2.0,0.0,2
Brooklyn,Private room,2.0,29.3,0.0,365.0,1
Brooklyn,Entire home/apt,5.0,47.0,8.0,0.0,1
Manhattan,Entire home/apt,29.0,,0.0,267.0,2
Brooklyn,Private room,30.0,39.7,1.0,333.0,1
Brooklyn,Private room,1.0,53.1,24.0,32.0,1
Manhattan,Entire home/apt,2.0,43.9,7.0,0.0,1
Manhattan,Private room,4.0,45.0,9.0,0.0,1
Queens,Private room,1.0,50.8,8.0,359.0,1
Brooklyn,Private room,1.0,,0.0,365.0,1
Queens,Entire home/apt,3.0,63.1,124.0,305.0,2
Brooklyn,Entire home/apt,3.0,75.8,15.0,158.0,2
Brooklyn,Private room,1.0,52.3,1.0,0.0,1
Brooklyn,Entire home/apt,8.0,67.5,1.0,0.0,1
Manhattan,Entire home/apt,30.0,75.7,4.0,319.0,2
Manhattan,Entire home/apt,2.0,77.5,1.0,0.0,3
Brooklyn,Private room,2.0,50.2,33.0,201.0,1
Brooklyn,Entire home/apt,3.0,54.4,2.0,0.0,1
Brooklyn,Shared room,1.0,34.8,17.0,365.0,0
Manhattan,Entire home/apt,1.0,65.9,7.0,0.0,2
Brooklyn,Private room,1.0,,350.0,328.0,1
Brooklyn,Entire home/apt,4.0,57.2,59.0,157.0,1
Manhattan,Private room,1.0,52.4,0.0,0.0,1
Manhattan,Private room,1.0,30.0,27.0,76.0,1
Queens,Entire home/apt,3.0,75.6,61.0,62.0,2
Brooklyn,Private room,1.0,49.7,27.0,29.0,1
Manhattan,Private room,1.0,31.8,135.0,365.0,1
Brooklyn,Private room,1.0,49.0,,362.0,1
Queens,Private room,28.0,44.9,55.0,89.0,1
Manhattan,Private room,1.0,20.2,46.0,,0
Manhattan,Entire home/apt,1.0,60.8,2.0,0.0,2
Manhattan,Private room,4.0,64.8,5.0,95.0,1
Manhattan,Private room,2.0,46.9,20.0,0.0,1
Manhattan,Private room,4.0,57.6,23.0,93.0,1
Queens,Entire home/apt,3.0,44.5,90.0,72.0,1
Queens,Private room,30.0,30.5,4.0,0.0,1
Queens,Private room,1.0,40.8,0.0,343.0,1
Manhattan,Private room,1.0,14.8,,0.0,0
Queens,Private room,3.0,15.2,1.0,0.0,0
Queens,Private room,1.0,45.9,3.0,0.0,1
Manhattan,Entire home/apt,7.0,93.2,6.0,229.0,3
Brooklyn,Private room,1.0,38.9,9.0,330.0,1
Queens,Entire home/apt,5.0,49.8,9.0,0.0,1
Brooklyn,Private room,2.0,,157.0,67.0,0
Brooklyn,Entire home/apt,3.0,85.0,3.0,16.0,2
Queens,Entire home/apt,2.0,82.2,4.0,364.0,2
Brooklyn,Entire home/apt,1.0,51.5,13.0,0.0,1
Brooklyn,Entire home/apt,1.0,57.3,24.0,0.0,1
Manhattan,Entire home/apt,7.0,62.3,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,48.2,19.0,93.0,1
Manhattan,Private room,6.0,37.4,31.0,18.0,1
Manhattan,Entire home/apt,30.0,82.8,0.0,311.0,3
Brooklyn,Private room,3.0,,35.0,0.0,1
Brooklyn,Private room,2.0,33.2,85.0,171.0,0
Manhattan,Entire home/apt,365.0,65.1,,365.0,1
Manhattan,Private room,1.0,48.1,0.0,0.0,1
Brooklyn,Entire home/apt,3.0,49.0,1.0,36.0,1
Manhattan,Entire home/apt,4.0,73.2,2.0,8.0,2
Brooklyn,Private room,1.0,17.3,0.0,174.0,0
Manhattan,Entire home/apt,1.0,44.6,0.0,0.0,1
Manhattan,Private room,2.0,52.4,118.0,0.0,1
Queens,Private room,2.0,67.1,9.0,89.0,1
Bronx,Private room,2.0,,77.0,171.0,1
Manhattan,Private room,30.0,50.6,0.0,39.0,1
Manhattan,Entire home/apt,10.0,42.2,4.0,0.0,1
Manhattan,Entire home/apt,3.0,59.8,201.0,256.0,2
Brooklyn,Private room,1.0,42.2,1.0,0.0,1
Brooklyn,Private room,5.0,23.9,52.0,66.0,0
Manhattan,Entire home/apt,2.0,72.1,4.0,0.0,2
Manhattan,Private room,2.0,50.1,1.0,316.0,1
Manhattan,Private room,1.0,19.2,1.0,0.0,0
Brooklyn,Private room,1.0,37.8,39.0,301.0,1
Manhattan,Entire home/apt,2.0,77.1,3.0,6.0,2
Manhattan,Entire home/apt,10.0,91.2,0.0,84.0,3
Queens,Private room,30.0,48.4,28.0,126.0,1
Brooklyn,Entire home/apt,30.0,82.3,2.0,,2
Brooklyn,Shared room,1.0,16.6,5.0,0.0,0
Brooklyn,Private room,14.0,43.4,1.0,0.0,1
Manhattan,Entire home/apt,30.0,75.6,0.0,,2
Staten Island,Private room,2.0,40.8,0.0,356.0,1
Manhattan,Entire home/apt,4.0,,6.0,0.0,2
Manhattan,Private room,3.0,49.9,133.0,9.0,1
Brooklyn,Private room,5.0,30.0,4.0,0.0,1
Brooklyn,Private room,1.0,32.3,11.0,0.0,0
Brooklyn,Entire home/apt,2.0,,103.0,268.0,2
Queens,Private room,1.0,54.8,6.0,0.0,1
Manhattan,Private room,1.0,46.3,89.0,353.0,1
Manhattan,Private room,1.0,66.5,2.0,89.0,1
Manhattan,Private room,1.0,74.0,0.0,189.0,2
Brooklyn,Entire home/apt,4.0,64.4,33.0,313.0,1
Brooklyn,Private room,3.0,24.2,6.0,363.0,0
Brooklyn,Private room,1.0,19.6,6.0,3.0,0
Manhattan,Private room,3.0,53.2,54.0,40.0,1
Brooklyn,Private room,4.0,20.8,,0.0,0
Manhattan,Private room,1.0,57.4,12.0,90.0,1
Brooklyn,Entire home/apt,2.0,65.3,15.0,71.0,2
Manhattan,Entire home/apt,30.0,78.0,2.0,362.0,2
Manhattan,Shared room,2.0,40.7,0.0,0.0,1
Brooklyn,Private room,2.0,29.3,7.0,90.0,1
Brooklyn,Private room,4.0,32.1,1.0,0.0,0
Queens,Private room,1.0,40.0,13.0,0.0,1
Manhattan,Entire home/apt,5.0,58.5,2.0,0.0,1
Brooklyn,Private room,,31.8,9.0,0.0,1
Brooklyn,Entire home/apt,1.0,75.1,2.0,204.0,3
Queens,Private room,5.0,34.6,,197.0,1
Manhattan,Entire home/apt,30.0,81.2,0.0,346.0,2
Brooklyn,Private room,25.0,30.7,3.0,161.0,1
Queens,Entire home/apt,2.0,52.5,99.0,56.0,1
Manhattan,Private room,1.0,33.8,3.0,318.0,1
Manhattan,Entire home/apt,3.0,33.5,4.0,0.0,1
Brooklyn,Entire home/apt,2.0,59.2,39.0,209.0,2
Manhattan,Private room,2.0,28.4,16.0,0.0,1
Queens,Entire home/apt,5.0,48.8,17.0,331.0,1
Manhattan,Private room,1.0,75.1,6.0,336.0,2
Manhattan,Entire home/apt,3.0,79.1,2.0,0.0,2
Queens,Private room,1.0,33.1,126.0,180.0,1
Brooklyn,Entire home/apt,3.0,71.6,77.0,256.0,2
Manhattan,Entire home/apt,30.0,55.9,0.0,246.0,1
Brooklyn,Entire home/apt,5.0,86.9,1.0,0.0,2
Manhattan,Entire home/apt,1.0,88.5,13.0,233.0,3
Manhattan,Private room,2.0,61.8,3.0,0.0,1
Brooklyn,Entire home/apt,30.0,55.1,6.0,8.0,1
Queens,Private room,1.0,36.0,20.0,156.0,1
Brooklyn,Private room,1.0,40.3,102.0,121.0,1
Manhattan,Entire home/apt,30.0,66.6,0.0,327.0,2
Manhattan,Entire home/apt,5.0,73.4,2.0,0.0,2
Manhattan,Private room,1.0,34.6,0.0,0.0,1
Brooklyn,Private room,14.0,47.6,0.0,0.0,1
Queens,Private room,1.0,29.8,9.0,341.0,1
Manhattan,Private room,7.0,33.9,2.0,16.0,0
Brooklyn,Private room,30.0,,0.0,326.0,0
Queens,Private room,1.0,,2.0,304.0,1
Manhattan,Private room,2.0,49.9,10.0,0.0,1
Brooklyn,Entire home/apt,2.0,54.1,2.0,24.0,1
Queens,Private room,3.0,40.9,2.0,0.0,1
Manhattan,Entire home/apt,3.0,81.7,53.0,220.0,2
Brooklyn,Private room,1.0,19.3,7.0,364.0,0
Queens,Private room,1.0,,39.0,359.0,1
Brooklyn,Entire home/apt,7.0,65.2,6.0,1.0,2
Brooklyn,Shared room,1.0,14.1,0.0,0.0,0
Manhattan,Entire home/apt,2.0,67.6,5.0,0.0,1
Brooklyn,Entire home/apt,5.0,47.2,1.0,0.0,1
Queens,Shared room,1.0,24.7,12.0,51.0,0
Manhattan,Entire home/apt,2.0,59.4,3.0,0.0,1
Manhattan,Entire home/apt,30.0,77.4,0.0,290.0,2
Bronx,Private room,5.0,45.9,0.0,40.0,1
Brooklyn,Private room,2.0,,41.0,301.0,1
Brooklyn,Private room,,43.0,4.0,0.0,1
Brooklyn,Entire home/apt,4.0,61.6,2.0,0.0,2
Manhattan,Entire home/apt,2.0,66.6,41.0,48.0,1
Brooklyn,Entire home/apt,3.0,72.5,16.0,0.0,2
Brooklyn,Entire home/apt,3.0,67.4,83.0,255.0,1
Manhattan,Entire home/apt,2.0,55.9,,0.0,2
Brooklyn,Entire home/apt,1.0,35.7,1.0,0.0,1
Brooklyn,Entire home/apt,,49.5,0.0,351.0,1
,Private room,1.0,28.3,6.0,0.0,1
Brooklyn,Private room,3.0,16.1,3.0,0.0,0
Manhattan,Entire home/apt,3.0,70.6,19.0,194.0,2
Brooklyn,Entire home/apt,5.0,50.3,7.0,14.0,1
Manhattan,Entire home/apt,1.0,56.7,7.0,0.0,1
Queens,Private room,2.0,52.0,72.0,81.0,1
Manhattan,Entire home/apt,1.0,81.0,0.0,0.0,2
Brooklyn,Private room,2.0,19.9,4.0,0.0,0
Brooklyn,Private room,28.0,38.1,14.0,,1
Manhattan,Entire home/apt,3.0,75.5,3.0,215.0,2
Brooklyn,Private room,3.0,32.8,0.0,0.0,1
Brooklyn,Private room,1.0,45.1,18.0,9.0,1
Queens,Private room,7.0,37.8,0.0,0.0,1
Queens,Private room,1.0,51.0,86.0,147.0,1
Brooklyn,Private room,1.0,28.9,6.0,0.0,0
Brooklyn,Private room,30.0,44.5,9.0,263.0,1
Brooklyn,Private room,14.0,37.8,1.0,0.0,1
Queens,Private room,2.0,15.2,13.0,6.0,0
Brooklyn,Entire home/apt,3.0,62.9,11.0,0.0,1
Manhattan,Entire home/apt,30.0,56.2,0.0,352.0,1
Queens,Private room,1.0,34.1,4.0,0.0,1
Manhattan,Entire home/apt,30.0,78.9,0.0,179.0,3
Brooklyn,Private room,3.0,32.5,0.0,0.0,1
Manhattan,Private room,1.0,62.9,1.0,0.0,1
Manhattan,Entire home/apt,7.0,70.3,14.0,9.0,2
Manhattan,Private room,3.0,42.2,0.0,0.0,1
Brooklyn,Entire home/apt,2.0,75.4,114.0,79.0,2
Manhattan,Entire home/apt,3.0,43.6,12.0,80.0,1
Manhattan,Entire home/apt,6.0,75.2,0.0,0.0,2
Manhattan,Entire home/apt,3.0,92.4,29.0,349.0,3
Manhattan,Private room,1.0,40.2,0.0,0.0,1
Brooklyn,Entire home/apt,2.0,28.4,64.0,256.0,1
Brooklyn,Private room,1.0,20.7,0.0,0.0,0
Queens,Private room,1.0,68.9,0.0,362.0,2
Manhattan,Private room,2.0,67.8,150.0,0.0,2
Brooklyn,Private room,30.0,45.6,15.0,328.0,1
Brooklyn,Private room,7.0,32.2,0.0,63.0,1
Manhattan,Private room,1.0,45.5,307.0,54.0,1
Brooklyn,Private room,5.0,32.9,1.0,169.0,1
Brooklyn,Entire home/apt,,48.3,18.0,,1
Manhattan,Entire home/apt,4.0,89.7,17.0,201.0,3
Brooklyn,Entire home/apt,3.0,61.3,3.0,16.0,1
Manhattan,Shared room,1.0,29.3,14.0,349.0,1
Bronx,Private room,2.0,20.2,18.0,36.0,0
Manhattan,Entire home/apt,3.0,81.2,28.0,272.0,2
Brooklyn,Private room,2.0,15.7,2.0,0.0,0
Brooklyn,Private room,4.0,49.5,5.0,6.0,1
Manhattan,Entire home/apt,1.0,69.5,,35.0,2
Manhattan,Entire home/apt,7.0,78.5,1.0,306.0,2
Queens,Entire home/apt,2.0,53.1,9.0,36.0,1
Manhattan,Private room,3.0,56.1,17.0,188.0,1
Manhattan,Entire home/apt,1.0,44.1,132.0,317.0,1
Manhattan,Entire home/apt,2.0,55.9,98.0,247.0,1
Queens,Private room,4.0,27.5,54.0,64.0,0
Manhattan,,5.0,39.7,5.0,90.0,1
Brooklyn,Entire home/apt,5.0,,3.0,0.0,1
Manhattan,Private room,1.0,33.8,24.0,35.0,1
Manhattan,Private room,1.0,28.2,0.0,290.0,1
Queens,Private room,1.0,17.5,0.0,339.0,0
Manhattan,Entire home/apt,1.0,48.2,3.0,5.0,1
Manhattan,Private room,4.0,49.4,23.0,212.0,1
Brooklyn,,2.0,33.5,30.0,361.0,1
Manhattan,Entire home/apt,10.0,53.9,0.0,53.0,1
Brooklyn,Shared room,5.0,22.6,7.0,365.0,0
Brooklyn,Entire home/apt,2.0,66.1,27.0,128.0,1
Manhattan,Entire home/apt,2.0,71.3,7.0,341.0,2
Brooklyn,Private room,5.0,47.5,0.0,0.0,1
Brooklyn,Private room,5.0,12.1,2.0,0.0,0
Brooklyn,Private room,1.0,15.5,73.0,190.0,0
Queens,Private room,1.0,28.2,0.0,358.0,1
Manhattan,Entire home/apt,29.0,81.5,1.0,240.0,2
Brooklyn,Private room,,18.6,3.0,0.0,0
Queens,Private room,3.0,49.2,0.0,,1
Manhattan,Entire home/apt,4.0,72.8,0.0,0.0,2
Queens,Private room,4.0,50.1,107.0,335.0,1
Queens,Private room,1.0,31.5,5.0,179.0,1
Brooklyn,Private room,4.0,32.7,4.0,0.0,1
Brooklyn,Private room,2.0,37.2,5.0,0.0,1
Manhattan,Private room,3.0,39.0,23.0,28.0,1
Manhattan,Entire home/apt,1.0,37.4,8.0,12.0,1
Brooklyn,Entire home/apt,4.0,90.3,9.0,10.0,3
Staten Island,Private room,2.0,30.6,77.0,336.0,1
Brooklyn,Private room,20.0,53.1,0.0,365.0,1
Brooklyn,Private room,7.0,30.9,1.0,0.0,0
Manhattan,Private room,3.0,29.8,104.0,25.0,1
Brooklyn,Entire home/apt,,66.7,3.0,0.0,1
Brooklyn,Entire home/apt,3.0,87.7,4.0,0.0,2
Queens,Private room,1.0,12.2,90.0,273.0,0
Brooklyn,Private room,3.0,35.9,169.0,136.0,1
Manhattan,Shared room,2.0,53.6,13.0,126.0,1
Brooklyn,Private room,1.0,29.4,2.0,249.0,0
Manhattan,Entire home/apt,30.0,86.9,0.0,300.0,3
Brooklyn,Private room,1.0,26.1,0.0,0.0,0
Brooklyn,Private room,90.0,48.5,0.0,365.0,1
Brooklyn,Private room,2.0,31.2,62.0,16.0,1
Queens,Private room,4.0,30.8,4.0,0.0,0
Manhattan,Entire home/apt,1.0,61.2,44.0,0.0,1
Brooklyn,Private room,10.0,24.4,1.0,0.0,0
Manhattan,Private room,2.0,52.0,26.0,355.0,1
Brooklyn,Entire home/apt,1.0,27.5,21.0,0.0,0
Queens,Entire home/apt,500.0,49.6,30.0,90.0,1
Brooklyn,Private room,25.0,20.7,2.0,0.0,0
Brooklyn,Private room,2.0,41.3,1.0,8.0,1
Manhattan,Entire home/apt,2.0,66.3,5.0,0.0,2
Manhattan,Entire home/apt,30.0,,0.0,223.0,2
Manhattan,Private room,14.0,48.0,2.0,0.0,1
Brooklyn,Entire home/apt,3.0,46.8,83.0,224.0,1
Brooklyn,Entire home/apt,,66.6,4.0,0.0,2
Brooklyn,Private room,1.0,65.6,88.0,60.0,2
Queens,Entire home/apt,1.0,93.5,61.0,129.0,3
Brooklyn,Entire home/apt,2.0,51.0,12.0,8.0,1
Manhattan,Private room,1.0,42.2,28.0,270.0,1
Brooklyn,Private room,1.0,34.2,35.0,130.0,1
Manhattan,Entire home/apt,2.0,47.8,36.0,0.0,1
Brooklyn,Private room,2.0,53.4,57.0,288.0,1
Manhattan,Private room,4.0,34.9,7.0,0.0,1
Brooklyn,Entire home/apt,2.0,66.7,1.0,0.0,2
Brooklyn,Entire home/apt,5.0,77.2,16.0,129.0,2
Manhattan,Entire home/apt,6.0,58.2,2.0,0.0,1
Staten Island,Private room,31.0,52.0,0.0,365.0,1
Manhattan,Private room,1.0,45.6,22.0,0.0,1
Brooklyn,Private room,3.0,40.8,1.0,0.0,1
Brooklyn,Entire home/apt,4.0,84.7,16.0,68.0,2
Manhattan,Private room,60.0,40.7,43.0,90.0,1
Queens,Entire home/apt,4.0,65.0,2.0,314.0,1
Manhattan,Private room,5.0,35.9,2.0,159.0,1
Manhattan,Entire home/apt,30.0,31.5,,365.0,1
Manhattan,Entire home/apt,30.0,64.7,9.0,340.0,1
Manhattan,Entire home/apt,30.0,86.7,3.0,154.0,3
Manhattan,Private room,5.0,52.0,5.0,0.0,1
Manhattan,Private room,1.0,76.6,3.0,0.0,2
Manhattan,Private room,1.0,29.4,1.0,0.0,1
Manhattan,Entire home/apt,2.0,56.5,4.0,0.0,1
Manhattan,Entire home/apt,5.0,73.6,1.0,0.0,2
Manhattan,Private room,1.0,79.4,,53.0,2
Manhattan,Private room,1.0,49.4,13.0,335.0,1
Brooklyn,Entire home/apt,2.0,61.5,3.0,309.0,2
Brooklyn,Entire home/apt,3.0,57.8,166.0,151.0,1
Manhattan,Entire home/apt,5.0,,10.0,130.0,3
Manhattan,Entire home/apt,2.0,68.1,4.0,99.0,2
Brooklyn,Private room,1.0,50.0,14.0,283.0,1
Manhattan,Private room,1.0,58.9,1.0,358.0,1
Brooklyn,Entire home/apt,15.0,66.8,5.0,189.0,1
Manhattan,Entire home/apt,1.0,52.8,9.0,6.0,1
Brooklyn,Private room,1.0,30.9,0.0,0.0,1
Manhattan,Private room,14.0,41.7,8.0,146.0,1
Brooklyn,Private room,2.0,30.3,11.0,3.0,1
Manhattan,Entire home/apt,30.0,77.3,0.0,307.0,2
Brooklyn,Private room,4.0,29.0,7.0,0.0,1
Manhattan,Entire home/apt,2.0,82.3,168.0,222.0,2
Manhattan,Entire home/apt,2.0,67.1,3.0,43.0,2
Manhattan,Shared room,7.0,73.5,0.0,39.0,2
Brooklyn,Private room,2.0,29.8,30.0,310.0,1
Manhattan,Private room,3.0,44.8,5.0,33.0,1
Brooklyn,Private room,2.0,58.5,241.0,303.0,1
Manhattan,Private room,,,0.0,0.0,1
Manhattan,Entire home/apt,4.0,93.2,4.0,157.0,3
Manhattan,Entire home/apt,4.0,36.2,18.0,0.0,1
Brooklyn,Private room,10.0,40.1,4.0,349.0,1
Queens,Private room,1.0,42.7,0.0,0.0,1
Manhattan,Private room,3.0,30.7,186.0,49.0,1
Manhattan,Private room,3.0,33.3,4.0,31.0,0
Brooklyn,Private room,3.0,38.1,0.0,0.0,1
Manhattan,Entire home/apt,2.0,46.9,52.0,72.0,1
Brooklyn,Private room,4.0,38.5,36.0,0.0,1
Manhattan,Entire home/apt,7.0,93.4,0.0,22.0,3
Brooklyn,Private room,21.0,56.8,0.0,0.0,1
Manhattan,Entire home/apt,5.0,71.0,4.0,72.0,2
Brooklyn,Private room,1.0,29.5,1.0,0.0,1
